id,label,year,list,link,countries,primary_concepts,secondary_concepts
element_211,Hua’er,2009,RL,https://ich.unesco.org/en/RL/hua-er-00211,China,Improvisation; Mountains; Performing arts; Polyphonic singing; Vocal music,Agro-ecosystems; Emotions; Entertainment; Everyday life; Festivals; Folk art; Inland wetlands; Oral tradition; Oral traditions and expressions; Religious belief; Rural-urban migration
element_213,Farmers’ dance of China’s Korean ethnic group,2009,RL,https://ich.unesco.org/en/RL/farmers-dance-of-china-s-korean-ethnic-group-00213,China,Instrumental music; Performing arts; Ritual dance,"Agro-ecosystems; Choreography; Costumes; Farmers; Fertility ritual; Fire; Harvesting; Hats; Idiophones; Masks; Offering; Percussion instruments; Plucked string instruments; Rapid economic transformation; Rapid sociocultural change; Religious practice; Social practices, rituals and festive events; Woodwind instruments; Work songs"
element_216,Chinese calligraphy,2009,RL,https://ich.unesco.org/en/RL/chinese-calligraphy-00216,China,Calligraphy; Handwriting; Traditional craftsmanship,"Aesthetic education; Ceramic art; Correspondence; Cultural elite; Emotions; Engraving; Funeral; Handicrafts; Inks; Non-ecosystem specific; Official publications; Philosophy; Representative literary works; Rituals; Social practices, rituals and festive events; Textile arts; Wedding; Wood carving"
element_318,"Education and training in Indonesian Batik intangible cultural heritage for elementary, junior, senior, vocational school and polytechnic students, in collaboration with the Batik Museum in Pekalongan",2009,GSP,https://ich.unesco.org/en/BSP/education-and-training-in-indonesian-batik-intangible-cultural-heritage-for-elementary-junior-senior-vocational-school-and-polytechnic-students-in-collaboration-with-the-batik-museum-in-pekalongan-00318,Indonesia,Educational projects; Textile arts,"Aged practitioners; Costumes; Cultural education; Curriculum development; Fashion; Museums; Natural dyes; Oral traditions and expressions; Pattern; Primary schools; Rapid sociocultural change; Secondary schools; Social practices, rituals and festive events; Special teacher education; Technical skills; Technological institutes; Traditional craftsmanship; Vocational schools; Wax"
element_299,"Safeguarding intangible cultural heritage of Aymara communities in Bolivia, Chile and Peru",2009,GSP,https://ich.unesco.org/en/BSP/safeguarding-intangible-cultural-heritage-of-aymara-communities-in-bolivia-chile-and-peru-00299,"Bolivia (Plurinational State of), Chile, Peru",Cultural property preservation; Inventories; Mountains; Technical skills,"Agriculture; Agro-ecosystems; Instrumental music; Knowledge and practices concerning nature and the universe; Oral tradition; Oral traditions and expressions; Performing arts; Social practices, rituals and festive events; Textile arts; Traditional craftsmanship"
element_217,Art of Chinese seal engraving,2009,RL,https://ich.unesco.org/en/RL/art-of-chinese-seal-engraving-00217,China,Engraving; Handicrafts; Numismatics; Politics; Traditional craftsmanship,Aesthetics; Calligraphy; Ceramic art; Correspondence; Cultural elite; Inks; Metalworking; Non-ecosystem specific; Painting; Paper; Rocks; Social values; Symbols
element_219,Chinese paper-cut,2009,RL,https://ich.unesco.org/en/RL/chinese-paper-cut-00219,China,Decorative arts; Paper; Traditional craftsmanship,"Aesthetics; Agro-ecosystems; Engraving; Everyday life; Fertility ritual; Festivals; Folk art; Handicrafts; Handicrafts education; Improvisation; Prosperity ritual; Religious belief; Social practices, rituals and festive events; Textile arts; Wedding"
element_223,Chinese traditional architectural craftsmanship for timber-framed structures,2009,RL,https://ich.unesco.org/en/RL/chinese-traditional-architectural-craftsmanship-for-timber-framed-structures-00223,China,Architecture; Technical skills; Traditional craftsmanship; Woodworking,Apprenticeship; Calendars; Carpentry; Craft workers; Earthquake engineering; Non-ecosystem specific; Oral tradition; Palaces; Prosperity ritual; Religious practice; Social values; Structural elements (buildings); Temples; Wood; Wood carving
element_225,Dragon Boat festival,2009,RL,https://ich.unesco.org/en/RL/dragon-boat-festival-00225,China,"Festivals; Inland wetlands; Legendary creatures; Ships; Social practices, rituals and festive events",Beverages; Brewing; Calendars; Costumes; Ethnobotany; Folk art; Food; Instrumental music; Mountains; Offering; Opera; Poetry; Prosperity ritual; Religious belief; Rice; Ritual purification; Sports competitions; Vocal music
element_227,Mazu belief and customs,2009,RL,https://ich.unesco.org/en/RL/mazu-belief-and-customs-00227,China,"Festivals; Marine, coastal and island areas; Procession; Religious practice; Social practices, rituals and festive events",Acrobatics; Apprenticeship; Calendars; Clergy; Costumes; Dance; Fair; Fertility ritual; Float; Flowers; Food; Incense; Instrumental music; Mythology; Offering; Religious syncretism; Sculpture; Sea fishing; Urban areas
element_229,China engraved block printing technique,2009,RL,https://ich.unesco.org/en/RL/china-engraved-block-printing-technique-00229,China,Engraving; Printing methods; Technical skills; Traditional craftsmanship; Wood carving,Apprenticeship; Binding; Book industry; Buddhism; Craft workers; Drawing; Illustration printing; Inks; Natural pigments; Non-ecosystem specific; Paper; Representative literary works; Textile arts; Traditional tools; Trees; Wood; Woodworking
element_231,Two-part singing and playing in the Istrian scale,2009,RL,https://ich.unesco.org/en/RL/two-part-singing-and-playing-in-the-istrian-scale-00231,Croatia,"Instrumental music; Marine, coastal and island areas; Performing arts; Polyphonic singing; Vocal music",Agro-ecosystems; Choir singing; Costumes; Dance; Everyday life; Improvisation; Instrument making; Mountains; Music education; Nonformal education; Plucked string instruments; Rural population; Wedding; Wind instruments; Woodwind instruments
element_232,"Festivity of Saint Blaise, the patron of Dubrovnik",2009,RL,https://ich.unesco.org/en/RL/festivity-of-saint-blaise-the-patron-of-dubrovnik-00232,Croatia,"Festivals; Religious practice; Saints; Social practices, rituals and festive events; Urban areas","Beverages; Catholicism; Costumes; Fanfare; Fertility ritual; Festivity; Food; Handicrafts; Knowledge and practices concerning nature and the universe; Marine, coastal and island areas; Oral traditions and expressions; Peace; Performing arts; Procession; Repressive policies; Traditional craftsmanship; Traditional medicine; Vocal music; Weapons"
element_233,Traditional manufacturing of children’s wooden toys in Hrvatsko Zagorje,2009,RL,https://ich.unesco.org/en/RL/traditional-manufacturing-of-children-s-wooden-toys-in-hrvatsko-zagorje-00233,Croatia,Forests; Toys; Traditional craftsmanship; Wood carving,Agro-ecosystems; Craft workers; Educational toys; Fair; Family; Furniture; Handicrafts; Horse; Instrument making; Mountains; Music education; Musical instruments; Natural pigments; Painting; Vehicles; Wood; Woodwind instruments
element_235,Spring procession of Ljelje/Kraljice (queens) from Gorjani,2009,RL,https://ich.unesco.org/en/RL/spring-procession-of-ljelje-kraljice-queens-from-gorjani-00235,Croatia,"Procession; Religious practice; Seasonal ritual; Social practices, rituals and festive events",Agro-ecosystems; Bladed weapons; Churches; Costumes; Dance; Family; Flowers; Folk art; Food; Hats; Initiation rites; Instrumental music; Performing arts; Polyphonic singing; Secular practice; Spring; Transvestism; Wedding
element_242,Procession Za Krizen (‘following the cross’) on the island of Hvar,2009,RL,https://ich.unesco.org/en/RL/procession-za-krizen-following-the-cross-on-the-island-of-hvar-00242,Croatia,"Catholicism; Marine, coastal and island areas; Procession; Religious practice; Social practices, rituals and festive events",Agro-ecosystems; Choir singing; Churches; Clergy; Costumes; Family; Festivals; Fraternity; Islands; Oral traditions and expressions; Performing arts; Pilgrimages; Poetry; Ritual items
element_243,Annual carnival bell ringers’ pageant from the Kastav area,2009,RL,https://ich.unesco.org/en/RL/annual-carnival-bell-ringers-pageant-from-the-kastav-area-00243,Croatia,"Agro-ecosystems; Carnival; Rituals; Social practices, rituals and festive events","Animal products; Beverages; Dance; Fertility ritual; Fire; Flowers; Folk art; Food customs; Handicrafts; Hats; Humour (literary); Idiophones; Knowledge and practices concerning nature and the universe; Marine, coastal and island areas; Masks; Oral traditions and expressions; Procession; Religious practice; Sheep; Trees; Urban areas; Vocal music; Wool"
element_306,Centre for traditional culture – school museum of Pusol pedagogic project,2009,GSP,https://ich.unesco.org/en/BSP/centre-for-traditional-culture-school-museum-of-pusol-pedagogic-project-00306,Spain,Data collection; Educational projects; Museography,"Community action; Everyday life; Field work; Knowledge and practices concerning nature and the universe; Nonformal education; Oral traditions and expressions; Performing arts; Rural areas; School museums; Social practices, rituals and festive events; Student participation; Teachers; Traditional craftsmanship"
element_245,Lacemaking in Croatia,2009,RL,https://ich.unesco.org/en/RL/lacemaking-in-croatia-00245,Croatia,"Lace; Marine, coastal and island areas; Textile arts; Traditional craftsmanship",Aged practitioners; Bobbin; Clergy; Costumes; Craft workers; Decorative arts; Everyday life; Geometry; Handicrafts; Handicrafts education; Hats; Islands; Linen; Needle; Pattern; Plant resources; Urban areas; Weaving
element_250,Aubusson tapestry,2009,RL,https://ich.unesco.org/en/RL/aubusson-tapestry-00250,France,Tapestry; Textile arts; Traditional craftsmanship; Urban areas; Weaving,Antiquities; Conservation techniques; Craft workers; Furniture; Gold; Graphic arts; Inland wetlands; Museums; Natural dyes; Painting; Restoration; Rivers; Silk; Wool
element_251,Scribing tradition in French timber framing,2009,RL,https://ich.unesco.org/en/RL/scribing-tradition-in-french-timber-framing-00251,France,Architecture; Building design; Carpentry; Traditional craftsmanship,Apprenticeship; Craft workers; Drawing; Geometry; Guild; Initiation rites; Know-how transfer; Mortise and tenon; Non-ecosystem specific; Secret society; Wood
element_253,Art of Azerbaijani Ashiq,2009,RL,https://ich.unesco.org/en/RL/art-of-azerbaijani-ashiq-00253,Azerbaijan,Dance; Instrumental music; Oral traditions and expressions; Vocal music,Bard; Emotions; Instrument making; Multiethnic societies; Musical performances; Nomads; Non-ecosystem specific; Oral history; Performing arts; Plucked string instruments; Poetry; Rural-urban migration; Story telling; Traditional craftsmanship; Wedding; Wood
element_255,Lefkara laces or Lefkaritika,2009,RL,https://ich.unesco.org/en/RL/lefkara-laces-or-lefkaritika-00255,Cyprus,Lace; Mountains; Textile arts; Traditional craftsmanship,"Agro-ecosystems; Cotton; Craft workers; Economic and social development; Embroidery; Family; Geometry; Insufficient financial resources; Islands; Linen; Marine, coastal and island areas; Needle; Nonformal education; Pattern; Social practices, rituals and festive events; Tourism; Trade; Womens participation"
element_258,Tango,2009,RL,https://ich.unesco.org/en/RL/tango-00258,"Argentina, Uruguay",Dance; Instrumental music; Performing arts; Vocal music,"Artists; Choreography; Composers; Emotions; Immigrants; Intercultural dialogue; Oral traditions and expressions; Orchestras; Poetry; Slavery; Social practices, rituals and festive events; Traditional craftsmanship; Urban areas; Working class"
element_259,Holy Week processions in Popayán,2009,RL,https://ich.unesco.org/en/RL/holy-week-processions-in-popayan-00259,Colombia,"Procession; Religious practice; Social practices, rituals and festive events",Armed forces; Catholicism; Choir singing; Churches; Clergy; Costumes; Effigies; Fanfare; Float; Handicrafts; Incense; Multiethnic societies; Reconstruction (buildings); Sculpture; Traditional craftsmanship; Urban areas; Wood carving
element_265,Gagaku,2009,RL,https://ich.unesco.org/en/RL/gagaku-00265,Japan,Instrumental music; Performing arts; Theatre; Vocal music,Apprenticeship; Aristocracy; Choreography; Costumes; Dance; Family; Idiophones; Percussion instruments; Performing arts; Plucked string instruments; Poetry; Politics; Urban areas; Woodwind instruments
element_266,"Ojiya-chijimi, Echigo-jofu: techniques of making ramie fabric in Uonuma region, Niigata Prefecture",2009,RL,https://ich.unesco.org/en/RL/ojiya-chijimi-echigo-jofu-techniques-of-making-ramie-fabric-in-uonuma-region-niigata-prefecture-00266,Japan,Technical skills; Textile arts; Traditional craftsmanship; Weaving,Agro-ecosystems; Clothing; Costumes; Elderly; Fibres; Flowers; Geometry; Handicrafts; Natural dyes; Pattern; Plant resources; Snow
element_271,Oku-noto no Aenokoto,2009,RL,https://ich.unesco.org/en/RL/oku-noto-no-aenokoto-00271,Japan,"Agricultural ritual; Rituals; Seasonal ritual; Social practices, rituals and festive events",Agro-ecosystems; Animism; Costumes; Farmers; Fermented beverages; Food preparation; Harvesting; Hospitality; Offering; Prosperity ritual; Religious belief; Rice; Shinto
element_272,Hayachine Kagura,2009,RL,https://ich.unesco.org/en/RL/hayachine-kagura-00272,Japan,Dance; Masks; Performing arts; Theatre,Bladed weapons; Choreography; Clergy; Costumes; Festivals; Hats; Idiophones; Legendary creatures; Mountains; Mythology; Percussion instruments; Performing arts; Religious practice; Shinto; Temples; Vocal music; Woodwind instruments
element_273,Akiu no Taue Odori,2009,RL,https://ich.unesco.org/en/RL/akiu-no-taue-odori-00273,Japan,Agricultural ritual; Agro-ecosystems; Performing arts; Ritual dance,Autumn; Choreography; Costumes; Farmers; Festivals; Flowers; Folk art; Instrumental music; Musical instruments; Rapid sociocultural change; Rice; Shinto; Spring; Theatrification; Urban areas; Vocal music; Work songs
element_275,Dainichido Bugaku,2009,RL,https://ich.unesco.org/en/RL/dainichido-bugaku-00275,Japan,Agro-ecosystems; Performing arts; Ritual dance; Seasonal ritual,Birds; Bladed weapons; Choreography; Costumes; Craft workers; Family; Farmers; Gold; Hats; Horse; Instrumental music; Legendary creatures; Masks; Mountains; Musical instruments; New year; Oral tradition; Religious practice; Rituals; Shinto; Temples
element_276,Daimokutate,2009,RL,https://ich.unesco.org/en/RL/daimokutate-00276,Japan,Drama; Initiation rites; Story telling; Urban areas,Archery; Armed forces; Bladed weapons; Clans; Costumes; Epic poetry; Historical reenactment; Mountains; Performing arts; Temples; Vocal music; War; Weapons
element_278,Traditional Ainu dance,2009,RL,https://ich.unesco.org/en/RL/traditional-ainu-dance-00278,Japan,Performing arts; Religious belief; Ritual dance,"Animism; Bladed weapons; Choreography; Costumes; Everyday life; Festivals; Marine, coastal and island areas; Performing arts; Plants; Shamanism; Textile arts; Vocal music; Wild animals"
element_279,Radif of Iranian music,2009,RL,https://ich.unesco.org/en/RL/radif-of-iranian-music-00279,Iran (Islamic Republic of),Instrumental music; Musical notation; Performing arts; Vocal music,"Aesthetics; Apprenticeship; Bowed string instruments; Composers; Improvisation; Islam; Knowledge and practices concerning nature and the universe; Memorization; Music education; Musicology; Non-ecosystem specific; Oral tradition; Oral traditions and expressions; Philosophy; Plucked string instruments; Social practices, rituals and festive events; Traditional craftsmanship; Woodwind instruments"
element_281,"Ramman, religious festival and ritual theatre of the Garhwal Himalayas, India",2009,RL,https://ich.unesco.org/en/RL/ramman-religious-festival-and-ritual-theatre-of-the-garhwal-himalayas-india-00281,India,Festivals; Hinduism; Mountains; Performing arts; Theatre,"Agro-ecosystems; Bladed weapons; Caste; Cattle; Costumes; Epic poetry; Farmers; Folk literature; Masks; Musical instruments; Offering; Oral tradition; Ritual dance; Rituals; Social practices, rituals and festive events; Temples; Trance; Vocal music; Wild animals"
element_288,Katta Ashula,2009,RL,https://ich.unesco.org/en/RL/katta-ashula-00288,Uzbekistan,Instrumental music; Mountains; Performing arts; Theatre; Vocal music,"Agro-ecosystems; Apprenticeship; Cosmology; Costumes; Emotions; Festivals; Improvisation; Knowledge and practices concerning nature and the universe; Multiethnic societies; Oral traditions and expressions; Performing arts; Philosophy; Poetry; Rituals; Social practices, rituals and festive events; Theology"
element_290,"Manden Charter, proclaimed in Kurukan Fuga",2009,RL,https://ich.unesco.org/en/RL/manden-charter-proclaimed-in-kurukan-fuga-00290,Mali,"Grasslands, savannahs; International instruments; Oral traditions and expressions; Peacebuilding; Rituals",Agro-ecosystems; Clans; Constitutions; Free trade; Freedom of speech; Multiethnic societies; Oral tradition; Right to education; Slavery; War
element_289,"Sanké mon, collective fishing rite of the Sanké",2009,USL,https://ich.unesco.org/en/USL/sanke-mon-collective-fishing-rite-of-the-sanke-00289,Mali,"Fishing; Inland wetlands; Rituals; Social practices, rituals and festive events",Agro-ecosystems; Animism; Choreography; Climate change; Costumes; Dance; Degraded ecosystem; Diminishing participation; Drought; Drylands; Festivals; Handicrafts; Knowledge and practices concerning nature and the universe; Lakes; Loss of significance; Masks; Offering; Oral traditions and expressions; Percussion instruments; Rain; Rainy season; Sacred sites; Satire; Technical skills; Urban development; Water resources; Wells
element_304,Meshrep,2010,USL,https://ich.unesco.org/en/USL/meshrep-00304,China,"Agro-ecosystems; Cultural events; Dance; Social practices, rituals and festive events; Theatre; Vocal music",Acrobatics; Aged practitioners; Costumes; Cultural education; Diminishing youth interest; Drama; Drylands; Fertility ritual; Folk art; Folk literature; Humour (literary); Instrumental music; Loss of significance; Mediation; Moral values; Mountains; Oral traditions and expressions; Performing arts; Performing arts; Rapid economic transformation; Rapid sociocultural change; Reduced practice; Reduced repertoire; Rural-urban migration; Theatrification
element_308,Rite of the Kalyady Tsars (Christmas Tsars),2009,USL,https://ich.unesco.org/en/USL/rite-of-the-kalyady-tsars-christmas-tsars-00308,Belarus,Procession; Seasonal ritual; Theatre,"Agro-ecosystems; Calendars; Costumes; Dance; Decorative arts; Diminishing participation; Diminishing youth interest; Disrespect; Food; Humour (literary); Improvisation; Mass media; New year; Oral traditions and expressions; Percussion instruments; Performing arts; Rapid economic transformation; Religious practice; Social practices, rituals and festive events; Traditional craftsmanship; Wind instruments; Winter"
element_309,Ca trù singing,2009,USL,https://ich.unesco.org/en/USL/ca-tru-singing-00309,Viet Nam,Poetry; Theatre; Vocal music,Aged practitioners; Agro-ecosystems; Arduous training; Bamboo; Conflicts; Contests; Dance; Entertainment; Family; Guild; Idiophones; Instrumental music; Insufficient remuneration; Loss of cultural spaces; Mass media; Nonformal education; Oral tradition; Percussion instruments; Performing arts; Plucked string instruments; Post-conflict; Rapid economic transformation; Reduced practice; Religious practice
element_310,"Mongol Tuuli, Mongolian epic",2009,USL,https://ich.unesco.org/en/USL/mongol-tuuli-mongolian-epic-00310,Mongolia,Epic poetry; Oral traditions and expressions; Vocal music,"Arduous training; Bard; Bowed string instruments; Diminishing participation; Diminishing youth interest; Family; Festivals; Few practitioners; Grasslands, savannahs; Halted transmission; Horse; Improvisation; Loss of ancestral language; Loss of significance; Memorization; Mythology; New pastimes; Nomads; Oral history; Oral tradition; Pastoralism; Performing arts; Plucked string instruments; Rapid sociocultural change; Reduced repertoire; Religious belief; Rural-urban migration; Social practices, rituals and festive events; Social values; Sports competitions; Technical skills; Throat singing; Traditional craftsmanship; Wedding"
element_311,"Mongol Biyelgee, Mongolian traditional folk dance",2009,USL,https://ich.unesco.org/en/USL/mongol-biyelgee-mongolian-traditional-folk-dance-00311,Mongolia,Dance; Instrumental music,"Aged practitioners; Apprenticeship; Bowed string instruments; Choreography; Costumes; Diminishing youth interest; Embroidery; Emotions; Family; Folk art; Grasslands, savannahs; Halted transmission; Handicrafts; Jewelry; Multiethnic societies; New pastimes; Nomads; Pastoralism; Pattern; Performing arts; Rapid economic transformation; Rapid sociocultural change; Reduced practice; Reduced repertoire; Repressive policies; Rural-urban migration; Social practices, rituals and festive events; Throat singing; Traditional craftsmanship; Vocal music; Wedding"
element_312,Traditional music of the Tsuur,2009,USL,https://ich.unesco.org/en/USL/traditional-music-of-the-tsuur-00312,Mongolia,Instrumental music; Vocal music; Woodwind instruments,"Aged practitioners; Apprenticeship; Arduous training; Degraded habitat; Diminishing youth interest; Emotions; Environmental awareness; Festivals; Few practitioners; Grasslands, savannahs; Hunting; Instrument making; New pastimes; Nomads; Oral tradition; Pastoralism; Performing arts; Rapid economic transformation; Reduced repertoire; Repressive policies; Rural-urban migration; Shamanism; Social practices, rituals and festive events; Throat singing; Water; Wedding; Wood"
element_313,Traditions and practices associated with the Kayas in the sacred forests of the Mijikenda,2009,USL,https://ich.unesco.org/en/USL/traditions-and-practices-associated-with-the-kayas-in-the-sacred-forests-of-the-mijikenda-00313,Kenya,Cultural space; Forests; Sacred sites,"Aged practitioners; Animism; Biological diversity; Dance; Degraded habitat; Disrespect; Educational standardization; Environmental conservation; Funeral; Governance; Grasslands, savannahs; Initiation rites; Instrumental music; Insufficient financial resources; Intolerance; Knowledge and practices concerning nature and the universe; Magic; Medicinal plants; Multiethnic societies; Oral history; Oral tradition; Oral traditions and expressions; Performing arts; Rapid economic transformation; Rapid sociocultural change; Rituals; Rural-urban migration; Social inclusion; Social practices, rituals and festive events; Spiritual knowledge; Traditional craftsmanship; Traditional medicine; Veneration of the dead; Wedding"
element_314,Suiti cultural space,2009,USL,https://ich.unesco.org/en/USL/suiti-cultural-space-00314,Latvia,"Cultural space; Marine, coastal and island areas; Religious groups; Social practices, rituals and festive events",Aged practitioners; Agro-ecosystems; Catholicism; Costumes; Disrespect; Family education; Food customs; Humour (literary); Improvisation; Instrumental music; Intolerance; Knowledge and practices concerning nature and the universe; Local languages; Loss of ancestral language; Loss of knowledge; Mass media; Oral traditions and expressions; Performing arts; Polyphonic singing; Population influx; Rapid economic transformation; Reduced practice; Religious practice; Rural-urban migration; Traditional craftsmanship; Vocal music; Weaving; Wedding
element_315,"Cantu in paghjella, a secular and liturgical oral tradition of Corsica",2009,USL,https://ich.unesco.org/en/USL/cantu-in-paghjella-a-secular-and-liturgical-oral-tradition-of-corsica-00315,France,Mountains; Oral traditions and expressions; Polyphonic singing; Vocal music,"Aged practitioners; Agro-ecosystems; Catholicism; Choir singing; Diminishing participation; Fair; Festivals; Few practitioners; Hampered transmission; Improvisation; Islands; Marine, coastal and island areas; Nonformal education; Oral tradition; Pastoralism; Performers; Procession; Reduced repertoire; Religious art; Religious practice; Secular practice; Social practices, rituals and festive events; Touristification; Urban spaces"
element_320,Ojkanje singing,2010,USL,https://ich.unesco.org/en/USL/ojkanje-singing-00320,Croatia,Polyphonic singing; Throat singing; Vocal music,"Agro-ecosystems; Audiovisual materials; Conflicts; Dance; Duet; Emotions; Few practitioners; Hampered transmission; Know-how transfer; Loss of cultural spaces; Oral tradition; Oral traditions and expressions; Performing arts; Politics; Post-conflict; Rapid economic transformation; Rural-urban migration; Social practices, rituals and festive events"
element_321,Watertight-bulkhead technology of Chinese junks,2010,USL,https://ich.unesco.org/en/USL/watertight-bulkhead-technology-of-chinese-junks-00321,China,Shipbuilding; Technical skills,"Aged practitioners; Apprenticeship; Carpentry; Craft workers; Diminishing youth interest; Family; Few practitioners; Industrial production; Insufficient remuneration; Know-how transfer; Loss of significance; Marine, coastal and island areas; Material shortage; Navigation; Raw materials; Religious practice; Sailing; Sea fishing; Surge of new technologies; Technical drawing; Traditional craftsmanship; Traditional tools; Transport safety; Trees; Vegetable oils; Water; Wood; Woodworking"
element_322,Wooden movable-type printing of China,2010,USL,https://ich.unesco.org/en/USL/wooden-movable-type-printing-of-china-00322,China,Engraving; Printing methods; Technical skills; Traditional craftsmanship; Typesetting,Aged practitioners; Apprenticeship; Arduous training; Binding; Buddhism; Calligraphy; Craft workers; Diminishing youth interest; Family; Few practitioners; Gender division of labour; Genealogy; Halted transmission; Inks; Insufficient remuneration; Loss of significance; Memorization; Non-ecosystem specific; Oral tradition; Paper; Poetry; Rapid sociocultural change; Surge of new technologies; Wood; Wood carving
element_337,Chhau dance,2010,RL,https://ich.unesco.org/en/RL/chhau-dance-00337,India,Acrobatics; Dance; Hinduism; Performing arts; Representative literary works,"Agro-ecosystems; Animals; Apprenticeship; Birds; Bladed weapons; Choreography; Costumes; Epic poetry; Festivals; Makeup; Martial arts; Masks; Percussion instruments; Religious practice; Seasonal ritual; Social practices, rituals and festive events; Spring; Traditional craftsmanship; Transvestism; Woodwind instruments"
element_340,Kalbelia folk songs and dances of Rajasthan,2010,RL,https://ich.unesco.org/en/RL/kalbelia-folk-songs-and-dances-of-rajasthan-00340,India,Agro-ecosystems; Dance; Instrumental music; Performing arts; Vocal music,"Acrobatics; Circular breathing; Costumes; Drylands; Embroidery; Festivals; Humour (literary); Improvisation; Jewelry; Knowledge and practices concerning nature and the universe; Makeup; Musical instruments; Mythology; Nomads; Oral tradition; Oral traditions and expressions; Poetry; Snake; Social practices, rituals and festive events; Tattoo; Traditional craftsmanship"
element_345,"Mudiyettu, ritual theatre and dance drama of Kerala",2010,RL,https://ich.unesco.org/en/RL/mudiyettu-ritual-theatre-and-dance-drama-of-kerala-00345,India,Agro-ecosystems; Dance; Performing arts; Religious practice; Theatre,"Bladed weapons; Caste; Costumes; Drawing; Fire; Hinduism; Inland wetlands; Instrumental music; Knowledge and practices concerning nature and the universe; Makeup; Mythology; Oral traditions and expressions; Orchestras; Poetry; Prosperity ritual; Ritual purification; Rivers; Social practices, rituals and festive events; Temples; Traditional craftsmanship; Transvestism; Vocal music"
element_356,Gingerbread craft from Northern Croatia,2010,RL,https://ich.unesco.org/en/RL/gingerbread-craft-from-northern-croatia-00356,Croatia,Decorative arts; Handicrafts; Traditional craftsmanship,Aesthetics; Agro-ecosystems; Cereals; Churches; Craft workers; Cultural events; Fair; Family; Food preparation; Painting; Pattern; Plant resources; Religious practice; Sugar; Wedding; Winter
element_357,"Sinjska Alka, a knights’ tournament in Sinj",2010,RL,https://ich.unesco.org/en/RL/sinjska-alka-a-knights-tournament-in-sinj-00357,Croatia,"Equestrian games; Festivals; Social practices, rituals and festive events; Sports competitions; Urban areas",Armed forces; Bladed weapons; Catholicism; Costumes; Ethics; Family; Fanfare; Handicrafts; Historical reenactment; Horse; Knights; Mountains; Oral traditions and expressions; Performing arts; Procession; Religious practice; Traditional craftsmanship
element_358,Bećarac singing and playing from Eastern Croatia,2011,RL,https://ich.unesco.org/en/RL/bearac-singing-and-playing-from-eastern-croatia-00358,Croatia,Improvisation; Instrumental music; Vocal music,"Agro-ecosystems; Choir singing; Costumes; Emotions; Humour (literary); Mass culture; Oral traditions and expressions; Performing arts; Satire; Social practices, rituals and festive events; Social values; String instruments; Wedding; Wind instruments"
element_359,"Nijemo Kolo, silent circle dance of the Dalmatian hinterland",2011,RL,https://ich.unesco.org/en/RL/nijemo-kolo-silent-circle-dance-of-the-dalmatian-hinterland-00359,Croatia,Choreography; Dance; Performing arts,"Acrobatics; Agro-ecosystems; Carnival; Costumes; Fair; Feasts; Improvisation; Religious practice; Rural areas; Social practices, rituals and festive events; Talent; Vocal music; Wedding; Youth activities"
element_360,Chant of the Sybil on Majorca,2010,RL,https://ich.unesco.org/en/RL/chant-of-the-sybil-on-majorca-00360,Spain,"Marine, coastal and island areas; Social practices, rituals and festive events; Vocal music",Bladed weapons; Catholicism; Churches; Clergy; Costumes; Embroidery; Islands; Oral traditions and expressions; Performing arts; Procession; Religious practice; Urban areas
element_363,Flamenco,2010,RL,https://ich.unesco.org/en/RL/flamenco-00363,Spain,Dance; Instrumental music; Performing arts; Plucked string instruments; Urban areas; Vocal music,"Agro-ecosystems; Body percussion; Churches; Drylands; Emotions; Family; Festivals; Idiophones; Knowledge and practices concerning nature and the universe; Multiculturalism; Oral traditions and expressions; Social practices, rituals and festive events; Traditional craftsmanship; Wedding; Work songs; Working class"
element_364,Human towers,2010,RL,https://ich.unesco.org/en/RL/human-towers-00364,Spain,"Acrobatics; Contests; Festivals; Social practices, rituals and festive events",Costumes; Instrumental music; Performing arts; Performing arts; Sport; Urban areas; Urban spaces; Wind instruments
element_372,"Al-Bar’ah, music and dance of Oman Dhofari valleys",2010,RL,https://ich.unesco.org/en/RL/al-bar-ah-music-and-dance-of-oman-dhofari-valleys-00372,Oman,Dance; Instrumental music; Mountains; Performing arts; Vocal music,"Bladed weapons; Body percussion; Choreography; Circumcision; Costumes; Drylands; Emotions; Knowledge and practices concerning nature and the universe; Moral values; Nomads; Oral traditions and expressions; Percussion instruments; Poetry; Religious practice; Social practices, rituals and festive events; Traditional craftsmanship; Tribes; Wedding; Woodwind instruments"
element_377,Ritual dramatic art of Ta‘zīye,2010,RL,https://ich.unesco.org/en/RL/ritual-dramatic-art-of-tazye-00377,Iran (Islamic Republic of),Instrumental music; Performing arts; Rituals; Theatre; Vocal music,Bladed weapons; Costumes; Emotions; Epic poetry; Folk literature; Handicrafts; Horse; Instrument making; Legendary creatures; Masks; Moral values; Mythology; Oral tradition; Oral traditions and expressions; Religious belief; Symbols; Traditional craftsmanship; Urban areas; Wind instruments
element_378,Pahlevani and Zoorkhanei rituals,2010,RL,https://ich.unesco.org/en/RL/pahlevani-and-zoorkhanei-rituals-00378,Iran (Islamic Republic of),"Martial arts; Rituals; Social practices, rituals and festive events",Acrobatics; Athletes; Epic poetry; Gnosticism; Islam; Mysticism; Non-ecosystem specific; Oral traditions and expressions; Percussion instruments; Performing arts; Religious practice; Religious syncretism; Secret society; Symbols; Traditional craftsmanship; Vocal music; Weapons
